"País","Departamento","Ciudad o Municipio","Localidad","Departamento con código","Municipio con código","Comment","Comment User","Comment Date","Timestamp","Last Updated","Created By","Updated By","Entry Status","IP","ID","Key"
"Colombia","Cordoba","Monteria","Comuna 2","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:14","danielb","","0","190.143.71.17","681","g0v2m"
"Colombia","Cordoba","Monteria","Comuna 3","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:14","danielb","","0","190.143.71.17","682","pfxu8"
"Colombia","Cordoba","Monteria","Comuna 4","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:14","danielb","","0","190.143.71.17","683","5keo3"
"Colombia","Cordoba","Monteria","Comuna 5","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:14","danielb","","0","190.143.71.17","684","imtsu"
"Colombia","Cordoba","Monteria","Comuna 6","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:14","danielb","","0","190.143.71.17","685","y23c7"
"Colombia","Cordoba","Monteria","Comuna 7","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","686","2mhrl"
"Colombia","Cordoba","Monteria","Comuna 8","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","687","swp9c"
"Colombia","Cordoba","Monteria","Comuna 9","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","688","teu20"
"Colombia","Cordoba","Monteria","Otros","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","689","7sn10"
"Colombia","Cordoba","Monteria","Corregimiento 1 Morindo","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","690","7pdij"
"Colombia","Cordoba","Monteria","Corregimiento 2 Santa Lucia","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","691","lhpvm"
"Colombia","Cordoba","Monteria","Corregimiento 3 Santa Clara","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","692","yiwpx"
"Colombia","Cordoba","Monteria","Correg 4 Caño Viejo Palotal","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","693","wth9y"
"Colombia","Cordoba","Monteria","Corregimiento 5 Nuevo Paraiso","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","694","emj31"
"Colombia","Cordoba","Monteria","Corregimiento 6 Martinica","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","695","s7ddl"
"Colombia","Cordoba","Monteria","Corregimiento 7 Leticia","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","696","jiy5w"
"Colombia","Cordoba","Monteria","Corregimiento 8 Pueblo Bujo","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","697","3uq7a"
"Colombia","Cordoba","Monteria","Corregimiento 9 Loma Verde","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","698","p1t10"
"Colombia","Cordoba","Monteria","Corregimiento 10 Jaraquiel","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","699","va7h0"
"Colombia","Cordoba","Monteria","Corregimiento 11 Las Palomas","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","700","m5obx"
"Colombia","Cordoba","Monteria","Corregimiento 12 Guasimal","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","701","x5fk0"
"Colombia","Cordoba","Monteria","Corregimiento 13 El Sabanal","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","702","zq8z0"
"Colombia","Cordoba","Monteria","Corregimiento 14 El Cerrito","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","703","ebu28"
"Colombia","Cordoba","Monteria","Corregimiento 15 Patio Bonito","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","704","qod67"
"Colombia","Cordoba","Monteria","Corregimiento 16 La Victoria","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","705","d0v97"
"Colombia","Cordoba","Monteria","Corregimiento 17 Guateque","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","706","dp022"
"Colombia","Cordoba","Monteria","Corregimiento 18 San Isidro","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","707","ziw49"
"Colombia","Cordoba","Monteria","Corregimiento 19 San Anterito","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","708","zd6p5"
"Colombia","Cordoba","Monteria","Corregimiento 20 Nueva Lucia","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","709","tfa2m"
"Colombia","Cordoba","Monteria","Corregimiento 21 Santa Isabel","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","710","y5uk4"
"Colombia","Cordoba","Monteria","Corregimiento 22 Tres Palmas","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","711","qgfy2"
"Colombia","Cordoba","Monteria","Corregimiento 23 Tres Piedras","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","712","j5vvk"
"Colombia","Cordoba","Monteria","Corregimiento 24 Buenos Aires","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","713","c6zfk"
"Colombia","Cordoba","Monteria","Corregimiento 25 La Manta","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","714","wr8p0"
"Colombia","Cordoba","Monteria","Correg 26 Nueva Esperanza","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","715","8ap"
"Colombia","Cordoba","Monteria","Corregimiento 27 Garzones","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","716","zfbha"
"Colombia","Cordoba","Monteria","Correg 28 Kilometro 12","CORDOBA - 13","MONTERIA - 1","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","717","li1dy"
"Colombia","Cordoba","Ayapel","No Aplica","CORDOBA - 13","AYAPEL - 4","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","718","mloiw"
"Colombia","Cordoba","Buenavista","No Aplica","CORDOBA - 13","BUENAVISTA - 7","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","719","9kp04"
"Colombia","Cordoba","Canalete","No Aplica","CORDOBA - 13","CANALETE - 9","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","720","88h6d"
"Colombia","Cordoba","Cerete","No Aplica","CORDOBA - 13","CERETE - 10","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","721","9fdez"
"Colombia","Cordoba","Cienaga De Oro","No Aplica","CORDOBA - 13","CIENAGA DE ORO - 13","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","722","k7l7t"
"Colombia","Cordoba","Cotorra (Bongo)","No Aplica","CORDOBA - 13","COTORRA (BONGO) - 14","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","723","jy0bi"
"Colombia","Cordoba","Chima","No Aplica","CORDOBA - 13","CHIMA - 16","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","724","rt9x5"
"Colombia","Cordoba","Chinu","No Aplica","CORDOBA - 13","CHINU - 19","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","725","xw9h6"
"Colombia","Cordoba","La Apartada (Frontera)","No Aplica","CORDOBA - 13","LA APARTADA (FRONTERA) - 20","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","726","w50r8"
"Colombia","Cordoba","Lorica","No Aplica","CORDOBA - 13","LORICA - 22","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","727","vmrfk"
"Colombia","Cordoba","Los Cordobas","No Aplica","CORDOBA - 13","LOS CORDOBAS - 23","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","728","g0pko"
"Colombia","Cordoba","Momil","No Aplica","CORDOBA - 13","MOMIL - 24","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","729","698zs"
"Colombia","Cordoba","Montelibano","No Aplica","CORDOBA - 13","MONTELIBANO - 25","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","730","zodj0"
"Colombia","Cordoba","Moñitos","No Aplica","CORDOBA - 13","MOÑITOS - 27","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","731","82slz"
"Colombia","Cordoba","Planeta Rica","No Aplica","CORDOBA - 13","PLANETA RICA - 28","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","732","87xpd"
"Colombia","Cordoba","Pueblo Nuevo","No Aplica","CORDOBA - 13","PUEBLO NUEVO - 31","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","733","f9o46"
"Colombia","Cordoba","Puerto Libertador","Otros","CORDOBA - 13","PUERTO LIBERTADOR - 32","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","734","cng72"
"Colombia","Cordoba","Puerto Libertador","Corregimiento Centro America","CORDOBA - 13","PUERTO LIBERTADOR - 32","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","735","vkqx3"
"Colombia","Cordoba","Puerto Libertador","Corregimiento Puerto Lopez","CORDOBA - 13","PUERTO LIBERTADOR - 32","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","736","n4pbj"
"Colombia","Cordoba","Puerto Escondido","No Aplica","CORDOBA - 13","PUERTO ESCONDIDO - 33","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","737","wa9u6"
"Colombia","Cordoba","Purisima","No Aplica","CORDOBA - 13","PURISIMA - 34","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","738","fbg9h"
"Colombia","Cordoba","Sahagun","No Aplica","CORDOBA - 13","SAHAGUN - 37","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","739","6p6tg"
"Colombia","Cordoba","San Andres De Sotavento","No Aplica","CORDOBA - 13","SAN ANDRES DE SOTAVENTO - 40","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","740","ix7de"
"Colombia","Cordoba","San Antero","No Aplica","CORDOBA - 13","SAN ANTERO - 43","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","741","f5msc"
"Colombia","Cordoba","San Bernardo Del Viento","No Aplica","CORDOBA - 13","SAN BERNARDO DEL VIENTO - 46","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","742","7qugx"
"Colombia","Cordoba","San Carlos","No Aplica","CORDOBA - 13","SAN CARLOS - 49","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","743","98ekv"
"Colombia","Cordoba","San Jose De Ure","No Aplica","CORDOBA - 13","SAN JOSE DE URE - 52","","","","2021-12-22 16:17:26","2022-04-02 16:01:15","danielb","","0","190.143.71.17","744","u59ev"
"Colombia","Cordoba","San Pelayo","No Aplica","CORDOBA - 13","SAN PELAYO - 55","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","745","cvgt0"
"Colombia","Cordoba","Tierralta","No Aplica","CORDOBA - 13","TIERRALTA - 58","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","746","nx6gh"
"Colombia","Cordoba","Tuchin","No Aplica","CORDOBA - 13","TUCHIN - 60","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","747","ufcye"
"Colombia","Cordoba","Valencia","No Aplica","CORDOBA - 13","VALENCIA - 61","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","748","iblf0"
"Colombia","Cundinamarca","Agua De Dios","No Aplica","CUNDINAMARCA - 15","AGUA DE DIOS - 4","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","749","fitmd"
"Colombia","Cundinamarca","Alban","No Aplica","CUNDINAMARCA - 15","ALBAN - 7","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","750","9n8vz"
"Colombia","Cundinamarca","Anapoima","No Aplica","CUNDINAMARCA - 15","ANAPOIMA - 10","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","751","1807s"
"Colombia","Cundinamarca","Cucunuba","No Aplica","CUNDINAMARCA - 15","CUCUNUBA - 49","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","752","s8fzh"
"Colombia","Cundinamarca","Chaguani","No Aplica","CUNDINAMARCA - 15","CHAGUANI - 52","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","753","xjsbb"
"Colombia","Cundinamarca","Chia","No Aplica","CUNDINAMARCA - 15","CHIA - 55","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","754","iu8ur"
"Colombia","Cundinamarca","Chipaque","No Aplica","CUNDINAMARCA - 15","CHIPAQUE - 58","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","755","u6ozt"
"Colombia","Cundinamarca","Choachi","No Aplica","CUNDINAMARCA - 15","CHOACHI - 61","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","756","4jofa"
"Colombia","Cundinamarca","Choconta","No Aplica","CUNDINAMARCA - 15","CHOCONTA - 64","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","757","ubd7a"
"Colombia","Cundinamarca","El Colegio","No Aplica","CUNDINAMARCA - 15","EL COLEGIO - 67","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","758","olet1"
"Colombia","Cundinamarca","Anolaima","No Aplica","CUNDINAMARCA - 15","ANOLAIMA - 13","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","759","zlqw"
"Colombia","Cundinamarca","Arbelaez","No Aplica","CUNDINAMARCA - 15","ARBELAEZ - 16","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","760","614oo"
"Colombia","Cundinamarca","El Peñon","No Aplica","CUNDINAMARCA - 15","EL PEÑON - 70","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","768","r0s3h"
"Colombia","Cundinamarca","El Rosal","No Aplica","CUNDINAMARCA - 15","EL ROSAL - 72","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","769","h8d94"
"Colombia","Cundinamarca","Facatativa","No Aplica","CUNDINAMARCA - 15","FACATATIVA - 76","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","770","2spex"
"Colombia","Cundinamarca","Fomeque","No Aplica","CUNDINAMARCA - 15","FOMEQUE - 79","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","771","7jm79"
"Colombia","Cundinamarca","Fosca","No Aplica","CUNDINAMARCA - 15","FOSCA - 85","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","772","ndwzu"
"Colombia","Cundinamarca","Funza","No Aplica","CUNDINAMARCA - 15","FUNZA - 88","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","773","fcbuo"
"Colombia","Cundinamarca","Fuquene","No Aplica","CUNDINAMARCA - 15","FUQUENE - 91","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","774","nkbn3"
"Colombia","Cundinamarca","Fusagasuga","Comuna Norte","CUNDINAMARCA - 15","FUSAGASUGA - 94","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","775","er0yf"
"Colombia","Cundinamarca","Fusagasuga","Comuna Oriental","CUNDINAMARCA - 15","FUSAGASUGA - 94","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","776","m3m9b"
"Colombia","Cundinamarca","Fusagasuga","Comuna Centro","CUNDINAMARCA - 15","FUSAGASUGA - 94","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","777","go4yi"
"Colombia","Cundinamarca","Fusagasuga","Comuna Sur Oriental","CUNDINAMARCA - 15","FUSAGASUGA - 94","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","778","25kxd"
"Colombia","Cundinamarca","Fusagasuga","Comuna Occidental","CUNDINAMARCA - 15","FUSAGASUGA - 94","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","779","wmn0u"
"Colombia","Cundinamarca","Fusagasuga","Comuna Sur Occidental","CUNDINAMARCA - 15","FUSAGASUGA - 94","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","780","vbzvd"
"Colombia","Cundinamarca","Beltran","No Aplica","CUNDINAMARCA - 15","BELTRAN - 19","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","761","hijli"
"Colombia","Cundinamarca","Bituima","No Aplica","CUNDINAMARCA - 15","BITUIMA - 22","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","762","swlpq"
"Colombia","Cundinamarca","Bojaca","No Aplica","CUNDINAMARCA - 15","BOJACA - 25","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","763","8e8oe"
"Colombia","Cundinamarca","Cabrera","No Aplica","CUNDINAMARCA - 15","CABRERA - 29","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","764","3tpdu"
"Colombia","Cundinamarca","Cachipay","No Aplica","CUNDINAMARCA - 15","CACHIPAY - 30","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","765","e7mx6"
"Colombia","Cundinamarca","Cogua","No Aplica","CUNDINAMARCA - 15","COGUA - 43","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","766","hr8a9"
"Colombia","Cundinamarca","Cota","No Aplica","CUNDINAMARCA - 15","COTA - 46","","","","2021-12-22 16:17:28","2022-04-02 16:01:16","danielb","","0","190.143.71.17","767","pihzq"
"Colombia","Cundinamarca","Fusagasuga","Otros","CUNDINAMARCA - 15","FUSAGASUGA - 94","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","781","cn5"
"Colombia","Cundinamarca","Fusagasuga","Corregimiento Norte","CUNDINAMARCA - 15","FUSAGASUGA - 94","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","782","j7v46"
"Colombia","Cundinamarca","Fusagasuga","Corregimiento Oriental","CUNDINAMARCA - 15","FUSAGASUGA - 94","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","783","whgvw"
"Colombia","Cundinamarca","Fusagasuga","Corregimiento Occidental","CUNDINAMARCA - 15","FUSAGASUGA - 94","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","784","7vkx6"
"Colombia","Cundinamarca","Fusagasuga","Corregimiento Sur Oriental","CUNDINAMARCA - 15","FUSAGASUGA - 94","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","785","os160"
"Colombia","Cundinamarca","Fusagasuga","Corregimiento Sur Occidental","CUNDINAMARCA - 15","FUSAGASUGA - 94","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","786","mxix6"
"Colombia","Cundinamarca","Gachala","No Aplica","CUNDINAMARCA - 15","GACHALA - 97","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","787","buq7q"
"Colombia","Cundinamarca","Gachancipa","No Aplica","CUNDINAMARCA - 15","GACHANCIPA - 100","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","788","5prt6"
"Colombia","Cundinamarca","Gacheta","No Aplica","CUNDINAMARCA - 15","GACHETA - 103","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","789","oiv9h"
"Colombia","Cundinamarca","Gama","No Aplica","CUNDINAMARCA - 15","GAMA - 106","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","790","ywzca"
"Colombia","Cundinamarca","Girardot","Centro","CUNDINAMARCA - 15","GIRARDOT - 109","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","791","jyqhi"
"Colombia","Cundinamarca","Girardot","Sur","CUNDINAMARCA - 15","GIRARDOT - 109","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","792","ztw3e"
"Colombia","Cundinamarca","Girardot","Occidente","CUNDINAMARCA - 15","GIRARDOT - 109","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","793","ohe91"
"Colombia","Cundinamarca","Girardot","Norte","CUNDINAMARCA - 15","GIRARDOT - 109","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","794","31tk2"
"Colombia","Cundinamarca","Girardot","Oriente","CUNDINAMARCA - 15","GIRARDOT - 109","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","795","4hop4"
"Colombia","Cundinamarca","Girardot","Otros","CUNDINAMARCA - 15","GIRARDOT - 109","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","796","1ztg4"
"Colombia","Cundinamarca","Girardot","Corregimiento 1 Barzalosa","CUNDINAMARCA - 15","GIRARDOT - 109","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","797","6rzwf"
"Colombia","Cundinamarca","Girardot","Corregimiento 2 San Lorenzo","CUNDINAMARCA - 15","GIRARDOT - 109","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","798","wjoz0"
"Colombia","Cundinamarca","Guacheta","No Aplica","CUNDINAMARCA - 15","GUACHETA - 112","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","799","m8v21"
"Colombia","Cundinamarca","Guaduas","Otros","CUNDINAMARCA - 15","GUADUAS - 115","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","800","1pz6u"
"Colombia","Cundinamarca","Guaduas","Corregimiento La Paz","CUNDINAMARCA - 15","GUADUAS - 115","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","801","ed22r"
"Colombia","Cundinamarca","Guaduas","Corregimiento Puerto Bogota","CUNDINAMARCA - 15","GUADUAS - 115","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","802","zswss"
"Colombia","Cundinamarca","Guasca","No Aplica","CUNDINAMARCA - 15","GUASCA - 118","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","803","fnlou"
"Colombia","Cundinamarca","Guataqui","No Aplica","CUNDINAMARCA - 15","GUATAQUI - 121","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","804","culof"
"Colombia","Cundinamarca","Guatavita","No Aplica","CUNDINAMARCA - 15","GUATAVITA - 124","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","805","ohyuq"
"Colombia","Cundinamarca","Guayabal De Siquima","No Aplica","CUNDINAMARCA - 15","GUAYABAL DE SIQUIMA - 127","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","806","675ea"
"Colombia","Cundinamarca","Guayabetal","No Aplica","CUNDINAMARCA - 15","GUAYABETAL - 128","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","807","28rhx"
"Colombia","Cundinamarca","Junin","No Aplica","CUNDINAMARCA - 15","JUNIN - 136","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","808","gbqcb"
"Colombia","Cundinamarca","La Calera","No Aplica","CUNDINAMARCA - 15","LA CALERA - 139","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","809","ifjlo"
"Colombia","Cundinamarca","La Mesa","No Aplica","CUNDINAMARCA - 15","LA MESA - 142","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","810","u337p"
"Colombia","Cundinamarca","La Palma","No Aplica","CUNDINAMARCA - 15","LA PALMA - 145","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","811","spukx"
"Colombia","Cundinamarca","La Peña","No Aplica","CUNDINAMARCA - 15","LA PEÑA - 148","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","812","r97ej"
"Colombia","Cundinamarca","La Vega","No Aplica","CUNDINAMARCA - 15","LA VEGA - 151","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","813","djma9"
"Colombia","Cundinamarca","Lenguazaque","No Aplica","CUNDINAMARCA - 15","LENGUAZAQUE - 154","","","","2021-12-22 16:17:28","2022-04-02 16:01:17","danielb","","0","190.143.71.17","814","3qv82"
