"País","Departamento","Ciudad o Municipio","Localidad","Departamento con código","Municipio con código","Comment","Comment User","Comment Date","Timestamp","Last Updated","Created By","Updated By","Entry Status","IP","ID","Key"
"Colombia","Choco","Medio San Juan","No Aplica","CHOCO - 17","MEDIO SAN JUAN - 27","","","","2021-12-22 16:17:29","2022-04-02 16:01:19","danielb","","0","190.143.71.17","971","ighf7"
"Colombia","Choco","Novita","No Aplica","CHOCO - 17","NOVITA - 28","","","","2021-12-22 16:17:29","2022-04-02 16:01:19","danielb","","0","190.143.71.17","972","jduz"
"Colombia","Choco","Nuqui","No Aplica","CHOCO - 17","NUQUI - 31","","","","2021-12-22 16:17:29","2022-04-02 16:01:19","danielb","","0","190.143.71.17","973","lvh1f"
"Colombia","Choco","Rio Iro","No Aplica","CHOCO - 17","RIO IRO - 32","","","","2021-12-22 16:17:29","2022-04-02 16:01:19","danielb","","0","190.143.71.17","974","rug9a"
"Colombia","Choco","Riosucio","No Aplica","CHOCO - 17","RIOSUCIO - 34","","","","2021-12-22 16:17:29","2022-04-02 16:01:19","danielb","","0","190.143.71.17","975","tax99"
"Colombia","Choco","Rio Quito (Paimado)","No Aplica","CHOCO - 17","RIO QUITO (PAIMADO) - 35","","","","2021-12-22 16:17:29","2022-04-02 16:01:19","danielb","","0","190.143.71.17","976","sl3cx"
"Colombia","Choco","San Jose Del Palmar","No Aplica","CHOCO - 17","SAN JOSE DEL PALMAR - 37","","","","2021-12-22 16:17:29","2022-04-02 16:01:19","danielb","","0","190.143.71.17","977","ijzyn"
"Colombia","Choco","El Litoral Del San Juan","No Aplica","CHOCO - 17","EL LITORAL DEL SAN JUAN - 38","","","","2021-12-22 16:17:29","2022-04-02 16:01:19","danielb","","0","190.143.71.17","978","u5nx7"
"Colombia","Choco","Sipi","No Aplica","CHOCO - 17","SIPI - 40","","","","2021-12-22 16:17:29","2022-04-02 16:01:19","danielb","","0","190.143.71.17","979","p6xit"
"Colombia","Choco","Tado","No Aplica","CHOCO - 17","TADO - 43","","","","2021-12-22 16:17:29","2022-04-02 16:01:19","danielb","","0","190.143.71.17","980","bep5r"
"Colombia","Choco","Unguia","No Aplica","CHOCO - 17","UNGUIA - 48","","","","2021-12-22 16:17:29","2022-04-02 16:01:20","danielb","","0","190.143.71.17","981","tb8h5"
"Colombia","Choco","Union Panamericana (Las Animas","No Aplica","CHOCO - 17","UNION PANAMERICANA (LAS ANIMAS - 60","","","","2021-12-22 16:17:29","2022-04-02 16:01:20","danielb","","0","190.143.71.17","982","6oby6"
"Colombia","Huila","Neiva","Comuna 1","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:29","2022-04-02 16:01:20","danielb","","0","190.143.71.17","983","jb3mu"
"Colombia","Huila","Neiva","Comuna 2","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:29","2022-04-02 16:01:20","danielb","","0","190.143.71.17","984","e2guo"
"Colombia","Huila","Neiva","Comuna 3","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:29","2022-04-02 16:01:20","danielb","","0","190.143.71.17","985","1c0k0"
"Colombia","Huila","Neiva","Comuna 4","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:29","2022-04-02 16:01:20","danielb","","0","190.143.71.17","986","kc67e"
"Colombia","Huila","Neiva","Comuna 5","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:29","2022-04-02 16:01:20","danielb","","0","190.143.71.17","987","o2jqz"
"Colombia","Huila","Neiva","Comuna 6","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:29","2022-04-02 16:01:20","danielb","","0","190.143.71.17","988","j5lv"
"Colombia","Huila","Neiva","Comuna 7","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:29","2022-04-02 16:01:20","danielb","","0","190.143.71.17","989","5imjj"
"Colombia","Huila","Neiva","Comuna 8","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:29","2022-04-02 16:01:20","danielb","","0","190.143.71.17","990","3gbm5"
"Colombia","Huila","Neiva","Comuna 9","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:29","2022-04-02 16:01:20","danielb","","0","190.143.71.17","991","5ubjr"
"Colombia","Huila","Neiva","Comuna 10","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:20","danielb","","0","190.143.71.17","992","w6108"
"Colombia","Huila","Neiva","Otros","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:20","danielb","","0","190.143.71.17","993","eg65s"
"Colombia","Huila","Neiva","Corregimiento Vega Larga","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:20","danielb","","0","190.143.71.17","994","ldpe8"
"Colombia","Huila","Neiva","Corregimiento Rio Las Ceibas","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","995","fyg20"
"Colombia","Huila","Neiva","Corregimiento Caguan","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","996","rvxyx"
"Colombia","Huila","Neiva","Corregimiento Fortalecillas","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","997","35gla"
"Colombia","Huila","Neiva","Corregimiento Guacirco","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","998","a6li5"
"Colombia","Huila","Neiva","Corregimiento San Luis","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","999","fpkfi"
"Colombia","Huila","Neiva","Corregimiento Chapinero","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1000","s026g"
"Colombia","Huila","Neiva","Corregimiento Aipecito","HUILA - 19","NEIVA - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1001","mg8e5"
"Colombia","Huila","Acevedo","No Aplica","HUILA - 19","ACEVEDO - 4","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1002","otvlj"
"Colombia","Huila","Agrado","No Aplica","HUILA - 19","AGRADO - 7","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1003","9hal3"
"Colombia","Huila","Aipe","No Aplica","HUILA - 19","AIPE - 10","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1004","tbq6f"
"Colombia","Huila","Algeciras","No Aplica","HUILA - 19","ALGECIRAS - 13","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1005","4jlln"
"Colombia","Huila","Altamira","No Aplica","HUILA - 19","ALTAMIRA - 16","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1006","4k8y4"
"Colombia","Huila","Baraya","No Aplica","HUILA - 19","BARAYA - 19","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1007","3gs8z"
"Colombia","Huila","Gigante","No Aplica","HUILA - 19","GIGANTE - 37","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1008","tl4o6"
"Colombia","Huila","Guadalupe","No Aplica","HUILA - 19","GUADALUPE - 40","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1009","z4oaa"
"Colombia","Huila","Hobo","No Aplica","HUILA - 19","HOBO - 43","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1010","t6vta"
"Colombia","Huila","Isnos","No Aplica","HUILA - 19","ISNOS - 44","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1011","d9eqn"
"Colombia","Huila","Iquira","No Aplica","HUILA - 19","IQUIRA - 46","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1012","q267l"
"Colombia","Huila","La Argentina (Plata Vieja)","No Aplica","HUILA - 19","LA ARGENTINA (PLATA VIEJA) - 47","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1013","1ae1a"
"Colombia","Huila","La Plata","No Aplica","HUILA - 19","LA PLATA - 49","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1014","lljcs"
"Colombia","Huila","Nataga","No Aplica","HUILA - 19","NATAGA - 50","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1015","kkhdu"
"Colombia","Huila","Oporapa","No Aplica","HUILA - 19","OPORAPA - 51","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1016","br6fw"
"Colombia","Huila","Paicol","No Aplica","HUILA - 19","PAICOL - 52","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1017","6wyfl"
"Colombia","Huila","Palermo","No Aplica","HUILA - 19","PALERMO - 55","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1018","1v3ml"
"Colombia","Huila","Palestina","No Aplica","HUILA - 19","PALESTINA - 56","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1019","9wp3l"
"Colombia","Huila","Pital","No Aplica","HUILA - 19","PITAL - 58","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1020","5h7c0"
"Colombia","Huila","Pitalito","Comuna 1 Occidental","HUILA - 19","PITALITO - 61","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1021","4kanz"
"Colombia","Huila","Tesalia (Carnicerias)","No Aplica","HUILA - 19","TESALIA (CARNICERIAS) - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1024","kg5t0"
"Colombia","Huila","Colombia","No Aplica","HUILA - 19","COLOMBIA - 28","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1025","6wsaw"
"Colombia","Huila","Pitalito","Comuna 3 Centro","HUILA - 19","PITALITO - 61","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1026","adcbp"
"Colombia","Huila","Pitalito","Comuna 4 Sur","HUILA - 19","PITALITO - 61","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1027","4ed4g"
"Colombia","Huila","Pitalito","Otros","HUILA - 19","PITALITO - 61","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1028","7b2pn"
"Colombia","Huila","Pitalito","Corregimiento 1 Bruselas","HUILA - 19","PITALITO - 61","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1029","gk2w8"
"Colombia","Huila","Pitalito","Corregimiento 4 Chillurco","HUILA - 19","PITALITO - 61","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1030","jqogd"
"Colombia","Huila","Pitalito","Corregimiento 7 Guacacallo","HUILA - 19","PITALITO - 61","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1031","1yqih"
"Colombia","Huila","Pitalito","Corregimiento 2 La Laguna","HUILA - 19","PITALITO - 61","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1032","oivql"
"Colombia","Huila","Pitalito","Corregimiento 3 Criollo","HUILA - 19","PITALITO - 61","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1033","169j8"
"Colombia","Huila","Pitalito","Corregimiento 5 Palmarito","HUILA - 19","PITALITO - 61","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1034","i7aja"
"Colombia","Huila","Pitalito","Corregimiento 8 Regueros","HUILA - 19","PITALITO - 61","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1035","g00yi"
"Colombia","Huila","Pitalito","Corregimiento 6 Charguayaco","HUILA - 19","PITALITO - 61","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1036","gksk3"
"Colombia","Huila","Rivera","No Aplica","HUILA - 19","RIVERA - 64","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1037","70975a"
"Colombia","Huila","Saladoblanco","No Aplica","HUILA - 19","SALADOBLANCO - 67","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1038","4xf2k"
"Colombia","Huila","San Agustin","No Aplica","HUILA - 19","SAN AGUSTIN - 70","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1039","3o7tr"
"Colombia","Huila","Santa Maria","No Aplica","HUILA - 19","SANTA MARIA - 74","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1040","y5wn6"
"Colombia","Huila","Suaza","No Aplica","HUILA - 19","SUAZA - 76","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1041","6erlr"
"Colombia","Huila","Pitalito","Comuna 2 Oriental","HUILA - 19","PITALITO - 61","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1022","9hkrt"
"Colombia","Huila","Campoalegre","No Aplica","HUILA - 19","CAMPOALEGRE - 22","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1023","wxp1b"
"Colombia","Huila","Tarqui","No Aplica","HUILA - 19","TARQUI - 79","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1042","hsjvo"
"Colombia","Huila","Tello","No Aplica","HUILA - 19","TELLO - 82","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1043","yy0un"
"Colombia","Huila","Teruel","No Aplica","HUILA - 19","TERUEL - 85","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1044","lx8y2"
"Colombia","Huila","Timana","No Aplica","HUILA - 19","TIMANA - 88","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1045","9nl7i"
"Colombia","Magdalena","Cienaga","Corregimiento Sevillano","MAGDALENA - 21","CIENAGA - 16","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1046","g0241"
"Colombia","Huila","Villavieja","No Aplica","HUILA - 19","VILLAVIEJA - 91","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1047","7b7o6"
"Colombia","Huila","Yaguara","No Aplica","HUILA - 19","YAGUARA - 94","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1048","rpc9n"
"Colombia","Magdalena","Santa Marta","Loc.1tayrona S.pedro Alejandr","MAGDALENA - 21","SANTA MARTA - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1049","yw63m"
"Colombia","Magdalena","Santa Marta","Loc.2hist.rodrigo De Bastidas","MAGDALENA - 21","SANTA MARTA - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1050","1lem5"
"Colombia","Magdalena","Santa Marta","Loc.3turistica Perla Del Carib","MAGDALENA - 21","SANTA MARTA - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1051","gbp2m"
"Colombia","Magdalena","Santa Marta","Otros","MAGDALENA - 21","SANTA MARTA - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1052","8d3p4"
"Colombia","Magdalena","Algarrobo","No Aplica","MAGDALENA - 21","ALGARROBO - 8","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1053","z92lt"
"Colombia","Magdalena","Aracataca","No Aplica","MAGDALENA - 21","ARACATACA - 10","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1054","go2u9"
"Colombia","Magdalena","Ariguani (El Dificil)","No Aplica","MAGDALENA - 21","ARIGUANI (EL DIFICIL) - 12","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1055","ace28"
"Colombia","Magdalena","Cerro De San Antonio","No Aplica","MAGDALENA - 21","CERRO DE SAN ANTONIO - 13","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1056","fr011"
"Colombia","Magdalena","Chivolo","No Aplica","MAGDALENA - 21","CHIVOLO - 15","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1057","g0l8n"
"Colombia","Magdalena","Cienaga","Comuna 1 Mar Caribe","MAGDALENA - 21","CIENAGA - 16","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1058","7pbqe"
"Colombia","Magdalena","Cienaga","Comuna 2 San Juan De Cordoba","MAGDALENA - 21","CIENAGA - 16","","","","2021-12-22 16:17:31","2022-04-02 16:01:21","danielb","","0","190.143.71.17","1059","ns60z"
"Colombia","Magdalena","Cienaga","Comuna 3 Cienaga Grande","MAGDALENA - 21","CIENAGA - 16","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1060","u8gwm"
"Colombia","Magdalena","Cienaga","Comuna 4 Nuevo Horizonte","MAGDALENA - 21","CIENAGA - 16","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1061","f0eay"
"Colombia","Magdalena","Cienaga","Otros","MAGDALENA - 21","CIENAGA - 16","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1062","l3pj2"
"Colombia","Magdalena","Cienaga","Corrg.Sn Pedro De La Sierra","MAGDALENA - 21","CIENAGA - 16","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1063","u0lau"
"Colombia","Magdalena","Cienaga","Corregimiento Palmor","MAGDALENA - 21","CIENAGA - 16","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1064","k25r4"
"Colombia","Magdalena","Cienaga","Corregimiento Siberia","MAGDALENA - 21","CIENAGA - 16","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1065","uqhsr"
"Colombia","Magdalena","Cienaga","Corregimiento Cordobita","MAGDALENA - 21","CIENAGA - 16","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1066","snpb0"
"Colombia","Magdalena","Cienaga","Corregimiento San Javier","MAGDALENA - 21","CIENAGA - 16","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1067","tg92x"
"Colombia","Magdalena","Concordia","No Aplica","MAGDALENA - 21","CONCORDIA - 20","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1068","ocjl3"
"Colombia","Magdalena","El Banco","Comuna 1Sur","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1069","iad4d"
"Colombia","Magdalena","El Banco","Comuna 2Central","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1070","y0jhd"
"Colombia","Magdalena","El Banco","Comuna 3 Norte","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1071","ghctg"
"Colombia","Magdalena","El Banco","Otros","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1072","6ivat"
"Colombia","Magdalena","El Banco","Corregimiento 1 Aguaestrada","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1073","faq72"
"Colombia","Magdalena","El Banco","Corregimiento 2 Algarrobal","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1074","uf6ng"
"Colombia","Magdalena","El Banco","Correg 3 Barranco De Chilloa","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1075","nr7ib"
"Colombia","Magdalena","El Banco","Corregimiento 4 Belen","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1076","ik9a7"
"Colombia","Magdalena","El Banco","Corregimiento 5 Caño De Palma","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1077","h779j"
"Colombia","Magdalena","El Banco","Corregimiento 6 El Cedro","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1078","pop29"
"Colombia","Magdalena","El Banco","Corregimiento 7 El Cerrito","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1079","pykvn"
"Colombia","Magdalena","El Banco","Corregimiento 8 El Trebol","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1080","vrma8"
"Colombia","Magdalena","El Banco","Corr 9 Hatillo De La Sabana","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1081","1p8np"
"Colombia","Magdalena","El Banco","Corregimie. 10 Los Negritos","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1082","d5vb0"
"Colombia","Magdalena","El Banco","Corregimiento 11 Menchiquejo","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1083","up61r"
"Colombia","Magdalena","El Banco","Corr. 12 San Felipe Eduardo","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1084","10pqz"
"Colombia","Magdalena","El Banco","Corregimiento 13 San Jose","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1085","rvyzc"
"Colombia","Magdalena","El Banco","Corregimiento 14 San Roque","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1086","dugbt"
"Colombia","Magdalena","El Banco","Correg. 15 Tamalamequito","MAGDALENA - 21","EL BANCO - 25","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1087","dkxid"
"Colombia","Magdalena","El Piñon","No Aplica","MAGDALENA - 21","EL PIÑON - 28","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1088","2619n"
"Colombia","Magdalena","El Reten","No Aplica","MAGDALENA - 21","EL RETEN - 30","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1089","f64t1"
"Colombia","Magdalena","Fundacion","No Aplica","MAGDALENA - 21","FUNDACION - 31","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1090","ddw5e"
"Colombia","Magdalena","Guamal","No Aplica","MAGDALENA - 21","GUAMAL - 40","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1091","2ngnz"
"Colombia","Magdalena","Nueva Granada","No Aplica","MAGDALENA - 21","NUEVA GRANADA - 42","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1092","31zqx"
"Colombia","Magdalena","Pedraza","No Aplica","MAGDALENA - 21","PEDRAZA - 46","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1093","984x1"
"Colombia","Magdalena","Pijiño Del Carmen","No Aplica","MAGDALENA - 21","PIJIÑO DEL CARMEN - 48","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1094","403hy"
"Colombia","Magdalena","Pivijay","No Aplica","MAGDALENA - 21","PIVIJAY - 49","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1095","bmpsw"
"Colombia","Magdalena","Plato","No Aplica","MAGDALENA - 21","PLATO - 52","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1096","hmxtz"
"Colombia","Magdalena","Puebloviejo","No Aplica","MAGDALENA - 21","PUEBLOVIEJO - 55","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1097","9952x"
"Colombia","Magdalena","Remolino","No Aplica","MAGDALENA - 21","REMOLINO - 58","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1098","iafhi"
"Colombia","Magdalena","Sabanas De San Angel","No Aplica","MAGDALENA - 21","SABANAS DE SAN ANGEL - 60","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1099","aluql"
"Colombia","Magdalena","Salamina","Otros","MAGDALENA - 21","SALAMINA - 67","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1100","8l3ci"
"Colombia","Magdalena","San Sebastian De Buenavista","No Aplica","MAGDALENA - 21","SAN SEBASTIAN DE BUENAVISTA - 70","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1101","16nvm"
"Colombia","Magdalena","San Zenon","No Aplica","MAGDALENA - 21","SAN ZENON - 73","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1102","uvntd"
"Colombia","Magdalena","Santa Ana","No Aplica","MAGDALENA - 21","SANTA ANA - 76","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1103","3chnd"
"Colombia","Magdalena","Santa Barbara De Pinto","No Aplica","MAGDALENA - 21","SANTA BARBARA DE PINTO - 78","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1104","qatbv"
"Colombia","Magdalena","Sitionuevo","No Aplica","MAGDALENA - 21","SITIONUEVO - 79","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1105","ykzgy"
"Colombia","Nariño","Pasto","Otros","NARIÑO - 23","PASTO - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1106","b2eh0"
"Colombia","Nariño","Pasto","Corregimiento 1Catambuco","NARIÑO - 23","PASTO - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1107","6wi0z"
"Colombia","Nariño","Pasto","Corregimiento 2 Genoy","NARIÑO - 23","PASTO - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1108","e6xiv"
"Colombia","Nariño","Pasto","Corregimiento 3 Mapachico","NARIÑO - 23","PASTO - 1","","","","2021-12-22 16:17:31","2022-04-02 16:01:22","danielb","","0","190.143.71.17","1109","6iqax"
